study,contrast,method,region_1,region_2,direction
7,BD-HC,ICA,Frontal_Inf_Oper,Frontal_Inf_Oper,0
7,BD-HC,ICA,Frontal_Inf_Tri,Frontal_Inf_Tri,0
7,BD-HC,ICA,Frontal_Inf_Orb_2,Frontal_Inf_Orb_2,0
7,BD-HC,ICA,Supp_Motor_Area,Supp_Motor_Area,0
7,BD-HC,ICA,Frontal_Sup_Medial,Frontal_Sup_Medial,0
7,BD-HC,ICA,Frontal_Med_Orb,Frontal_Med_Orb,0
7,BD-HC,ICA,Rectus,Rectus,0
7,BD-HC,ICA,OFCmed,OFCmed,0
7,BD-HC,ICA,OFCant,OFCant,0
7,BD-HC,ICA,OFCpost,OFCpost,0
7,BD-HC,ICA,OFClat,OFClat,0
7,BD-HC,ICA,Insula,Insula,0
7,BD-HC,ICA,Cingulate_Mid,Cingulate_Mid,0
7,BD-HC,ICA,Cingulate_Post,Cingulate_Post,0
7,BD-HC,ICA,Hippocampus,Hippocampus,0
7,BD-HC,ICA,ParaHippocampal,ParaHippocampal,0
7,BD-HC,ICA,Parietal_Inf,Parietal_Inf,0
7,BD-HC,ICA,SupraMarginal,SupraMarginal,0
7,BD-HC,ICA,Angular,Angular,0
7,BD-HC,ICA,Precuneus,Precuneus,0
7,BD-HC,ICA,Caudate,Caudate,0
7,BD-HC,ICA,Putamen,Putamen,0
7,BD-HC,ICA,Pallidum,Pallidum,0
7,BD-HC,ICA,Temporal_Pole_Sup,Temporal_Pole_Sup,0
7,BD-HC,ICA,Temporal_Mid,Temporal_Mid,0
7,BD-HC,ICA,Temporal_Pole_Mid,Temporal_Pole_Mid,0
7,BD-HC,ICA,Temporal_Inf,Temporal_Inf,0
7,BD-HC,ICA,Cerebellum_Crus1,Cerebellum_Crus1,0
7,BD-HC,ICA,Cerebellum_Crus2,Cerebellum_Crus2,0
7,BD-HC,ICA,Cerebellum_3,Cerebellum_3,0
7,BD-HC,ICA,Cerebellum_6,Cerebellum_6,0
7,BD-HC,ICA,Cerebellum_7b,Cerebellum_7b,0
7,BD-HC,ICA,Cerebellum_9,Cerebellum_9,0
7,BD-HC,ICA,Cerebellum_10,Cerebellum_10,0
7,BD-HC,ICA,ACC_sub,ACC_sub,0
7,BD-HC,ICA,ACC_pre,ACC_pre,0
7,BD-HC,ICA,ACC_sup,ACC_sup,0
7,BD-HC,ICA,VTA,VTA,0
7,BD-HC,ICA,SN_pc,SN_pc,0
7,BD-HC,ICA,SN_pr,SN_pr,0
7,BD-HC,ICA,Red_N,Red_N,0
7,BD-HC,ICA,Thalamus,Thalamus,0
7,BD-HC,ICA,Vermis_1_2,Vermis_1_2,0
7,BD-HC,ICA,Vermis_4_5,Vermis_4_5,0
7,BD-HC,ICA,Vermis_10,Vermis_10,0
7,BD-HC,ICA,Raphe_M,Raphe_M,0
10,SZ-HC,ICA,Temporal_Inf,Temporal_Inf,1
10,SZ-HC,ICA,Cerebellum_Crus1,Cerebellum_Crus1,1
10,SZ-HC,ICA,Cerebellum_Crus2,Cerebellum_Crus2,1
10,SZ-HC,ICA,Cerebellum_6,Cerebellum_6,1
10,SZ-HC,ICA,Cerebellum_7b,Cerebellum_7b,1
10,SZ-HC,ICA,Cerebellum_9,Cerebellum_9,1
10,SZ-HC,ICA,Cerebellum_10,Cerebellum_10,1
10,SZ-HC,ICA,Vermis_4_5,Vermis_4_5,1
10,SZ-HC,ICA,Parietal_Inf,Parietal_Inf,1
10,SZ-HC,ICA,Cingulate_Post,Cingulate_Post,1
10,SZ-HC,ICA,Frontal_Med_Orb,Frontal_Med_Orb,-1
10,SZ-HC,ICA,Precuneus,Precuneus,-1
10,SZ-HC,ICA,Frontal_Sup_2,Frontal_Sup_2,-1
10,SZ-HC,ICA,Putamen,Putamen,-1
10,SZ-HC,ICA,ACC_sup,ACC_sup,-1
10,SZ-HC,ICA,Frontal_Mid_2,Frontal_Mid_2,-1
10,SZ-HC,ICA,Frontal_Sup_2,Frontal_Sup_2,0
10,SZ-HC,ICA,Frontal_Mid_2,Frontal_Mid_2,0
10,SZ-HC,ICA,Frontal_Inf_Oper,Frontal_Inf_Oper,0
10,SZ-HC,ICA,Frontal_Inf_Tri,Frontal_Inf_Tri,0
10,SZ-HC,ICA,Frontal_Inf_Orb_2,Frontal_Inf_Orb_2,0
10,SZ-HC,ICA,Supp_Motor_Area,Supp_Motor_Area,0
10,SZ-HC,ICA,Frontal_Sup_Medial,Frontal_Sup_Medial,0
10,SZ-HC,ICA,Frontal_Med_Orb,Frontal_Med_Orb,0
10,SZ-HC,ICA,Rectus,Rectus,0
10,SZ-HC,ICA,OFCmed,OFCmed,0
10,SZ-HC,ICA,OFCant,OFCant,0
10,SZ-HC,ICA,OFCpost,OFCpost,0
10,SZ-HC,ICA,OFClat,OFClat,0
10,SZ-HC,ICA,Insula,Insula,0
10,SZ-HC,ICA,Cingulate_Mid,Cingulate_Mid,0
10,SZ-HC,ICA,Cingulate_Post,Cingulate_Post,0
10,SZ-HC,ICA,Hippocampus,Hippocampus,0
10,SZ-HC,ICA,ParaHippocampal,ParaHippocampal,0
10,SZ-HC,ICA,Parietal_Inf,Parietal_Inf,0
10,SZ-HC,ICA,SupraMarginal,SupraMarginal,0
10,SZ-HC,ICA,Angular,Angular,0
10,SZ-HC,ICA,Precuneus,Precuneus,0
10,SZ-HC,ICA,Caudate,Caudate,0
10,SZ-HC,ICA,Putamen,Putamen,0
10,SZ-HC,ICA,Pallidum,Pallidum,0
10,SZ-HC,ICA,Temporal_Pole_Sup,Temporal_Pole_Sup,0
10,SZ-HC,ICA,Temporal_Mid,Temporal_Mid,0
10,SZ-HC,ICA,Temporal_Pole_Mid,Temporal_Pole_Mid,0
10,SZ-HC,ICA,Temporal_Inf,Temporal_Inf,0
10,SZ-HC,ICA,Cerebellum_Crus1,Cerebellum_Crus1,0
10,SZ-HC,ICA,Cerebellum_Crus2,Cerebellum_Crus2,0
10,SZ-HC,ICA,Cerebellum_3,Cerebellum_3,0
10,SZ-HC,ICA,Cerebellum_6,Cerebellum_6,0
10,SZ-HC,ICA,Cerebellum_7b,Cerebellum_7b,0
10,SZ-HC,ICA,Cerebellum_9,Cerebellum_9,0
10,SZ-HC,ICA,Cerebellum_10,Cerebellum_10,0
10,SZ-HC,ICA,ACC_sub,ACC_sub,0
10,SZ-HC,ICA,ACC_pre,ACC_pre,0
10,SZ-HC,ICA,ACC_sup,ACC_sup,0
10,SZ-HC,ICA,VTA,VTA,0
10,SZ-HC,ICA,SN_pc,SN_pc,0
10,SZ-HC,ICA,SN_pr,SN_pr,0
10,SZ-HC,ICA,Red_N,Red_N,0
10,SZ-HC,ICA,Thalamus,Thalamus,0
10,SZ-HC,ICA,Vermis_1_2,Vermis_1_2,0
10,SZ-HC,ICA,Vermis_4_5,Vermis_4_5,0
10,SZ-HC,ICA,Vermis_10,Vermis_10,0
10,SZ-HC,ICA,Raphe_M,Raphe_M,0
11,SZ-HC,SBCW,Frontal_Mid_2,Frontal_Mid_2,1
11,SZ-HC,SBCW,Frontal_Mid_2,Thalamus,-1
11,SZ-HC,SBCW,Caudate,Frontal_Mid_2,-1
11,SZ-HC,SBCW,Frontal_Mid_2,Putamen,-1
11,SZ-HC,SBCW,Frontal_Sup_2,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Inf_Tri,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Inf_Orb_2,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,Supp_Motor_Area,0
11,SZ-HC,SBCW,Frontal_Sup_2,Frontal_Sup_Medial,0
11,SZ-HC,SBCW,Frontal_Med_Orb,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,Rectus,0
11,SZ-HC,SBCW,Frontal_Sup_2,OFCmed,0
11,SZ-HC,SBCW,Frontal_Sup_2,OFCant,0
11,SZ-HC,SBCW,Frontal_Sup_2,OFCpost,0
11,SZ-HC,SBCW,Frontal_Sup_2,OFClat,0
11,SZ-HC,SBCW,Frontal_Sup_2,Insula,0
11,SZ-HC,SBCW,Cingulate_Mid,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cingulate_Post,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,Hippocampus,0
11,SZ-HC,SBCW,Frontal_Sup_2,ParaHippocampal,0
11,SZ-HC,SBCW,Frontal_Sup_2,Parietal_Inf,0
11,SZ-HC,SBCW,Frontal_Sup_2,SupraMarginal,0
11,SZ-HC,SBCW,Angular,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,Precuneus,0
11,SZ-HC,SBCW,Caudate,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,Putamen,0
11,SZ-HC,SBCW,Frontal_Sup_2,Pallidum,0
11,SZ-HC,SBCW,Frontal_Sup_2,Temporal_Pole_Sup,0
11,SZ-HC,SBCW,Frontal_Sup_2,Temporal_Mid,0
11,SZ-HC,SBCW,Frontal_Sup_2,Temporal_Pole_Mid,0
11,SZ-HC,SBCW,Frontal_Sup_2,Temporal_Inf,0
11,SZ-HC,SBCW,Cerebellum_Crus1,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cerebellum_Crus2,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cerebellum_3,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cerebellum_6,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cerebellum_7b,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cerebellum_9,Frontal_Sup_2,0
11,SZ-HC,SBCW,Cerebellum_10,Frontal_Sup_2,0
11,SZ-HC,SBCW,ACC_sub,Frontal_Sup_2,0
11,SZ-HC,SBCW,ACC_pre,Frontal_Sup_2,0
11,SZ-HC,SBCW,ACC_sup,Frontal_Sup_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,VTA,0
11,SZ-HC,SBCW,Frontal_Sup_2,SN_pc,0
11,SZ-HC,SBCW,Frontal_Sup_2,SN_pr,0
11,SZ-HC,SBCW,Frontal_Sup_2,Red_N,0
11,SZ-HC,SBCW,Frontal_Sup_2,Thalamus,0
11,SZ-HC,SBCW,Frontal_Sup_2,Vermis_1_2,0
11,SZ-HC,SBCW,Frontal_Sup_2,Vermis_4_5,0
11,SZ-HC,SBCW,Frontal_Sup_2,Vermis_10,0
11,SZ-HC,SBCW,Frontal_Sup_2,Raphe_M,0
11,SZ-HC,SBCW,Frontal_Mid_2,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Inf_Tri,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Inf_Orb_2,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Supp_Motor_Area,0
11,SZ-HC,SBCW,Frontal_Mid_2,Frontal_Sup_Medial,0
11,SZ-HC,SBCW,Frontal_Med_Orb,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Rectus,0
11,SZ-HC,SBCW,Frontal_Mid_2,OFCmed,0
11,SZ-HC,SBCW,Frontal_Mid_2,OFCant,0
11,SZ-HC,SBCW,Frontal_Mid_2,OFCpost,0
11,SZ-HC,SBCW,Frontal_Mid_2,OFClat,0
11,SZ-HC,SBCW,Frontal_Mid_2,Insula,0
11,SZ-HC,SBCW,Cingulate_Mid,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cingulate_Post,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Hippocampus,0
11,SZ-HC,SBCW,Frontal_Mid_2,ParaHippocampal,0
11,SZ-HC,SBCW,Frontal_Mid_2,Parietal_Inf,0
11,SZ-HC,SBCW,Frontal_Mid_2,SupraMarginal,0
11,SZ-HC,SBCW,Angular,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Precuneus,0
11,SZ-HC,SBCW,Caudate,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Putamen,0
11,SZ-HC,SBCW,Frontal_Mid_2,Pallidum,0
11,SZ-HC,SBCW,Frontal_Mid_2,Temporal_Pole_Sup,0
11,SZ-HC,SBCW,Frontal_Mid_2,Temporal_Mid,0
11,SZ-HC,SBCW,Frontal_Mid_2,Temporal_Pole_Mid,0
11,SZ-HC,SBCW,Frontal_Mid_2,Temporal_Inf,0
11,SZ-HC,SBCW,Cerebellum_Crus1,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cerebellum_Crus2,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cerebellum_3,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cerebellum_6,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cerebellum_7b,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cerebellum_9,Frontal_Mid_2,0
11,SZ-HC,SBCW,Cerebellum_10,Frontal_Mid_2,0
11,SZ-HC,SBCW,ACC_sub,Frontal_Mid_2,0
11,SZ-HC,SBCW,ACC_pre,Frontal_Mid_2,0
11,SZ-HC,SBCW,ACC_sup,Frontal_Mid_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,VTA,0
11,SZ-HC,SBCW,Frontal_Mid_2,SN_pc,0
11,SZ-HC,SBCW,Frontal_Mid_2,SN_pr,0
11,SZ-HC,SBCW,Frontal_Mid_2,Red_N,0
11,SZ-HC,SBCW,Frontal_Mid_2,Thalamus,0
11,SZ-HC,SBCW,Frontal_Mid_2,Vermis_1_2,0
11,SZ-HC,SBCW,Frontal_Mid_2,Vermis_4_5,0
11,SZ-HC,SBCW,Frontal_Mid_2,Vermis_10,0
11,SZ-HC,SBCW,Frontal_Mid_2,Raphe_M,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Inf_Tri,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Inf_Orb_2,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Supp_Motor_Area,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Sup_Medial,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Frontal_Med_Orb,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Rectus,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,OFCmed,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,OFCant,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,OFCpost,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,OFClat,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Insula,0
11,SZ-HC,SBCW,Cingulate_Mid,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cingulate_Post,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Hippocampus,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,ParaHippocampal,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Parietal_Inf,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,SupraMarginal,0
11,SZ-HC,SBCW,Angular,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Precuneus,0
11,SZ-HC,SBCW,Caudate,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Putamen,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Pallidum,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Temporal_Pole_Sup,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Temporal_Mid,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Temporal_Pole_Mid,0
11,SZ-HC,SBCW,Frontal_Inf_Oper,Temporal_Inf,0
11,SZ-HC,SBCW,Cerebellum_Crus1,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cerebellum_Crus2,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cerebellum_3,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cerebellum_6,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cerebellum_7b,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cerebellum_9,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,Cerebellum_10,Frontal_Inf_Oper,0
11,SZ-HC,SBCW,ACC_sub,Frontal_Inf_Oper,0
